Date,State,Humidity,Seasonality,Buffer Stock,Rainfall,Category,Price
2023-07-14,Goa,22.4,Kharif,4234.86,23.86,Masur,51.34
2023-07-15,Goa,76.15,Kharif,4843.04,10.45,Onion,32.09
2023-07-15,Goa,76.15,Kharif,4843.04,10.45,Potato,33.92
2023-07-15,Goa,76.15,Kharif,4843.04,10.45,Gram,58.42
2023-07-15,Goa,76.15,Kharif,4843.04,10.45,Tur,81.2
2023-07-15,Goa,76.15,Kharif,4843.04,10.45,Urad,61.69
2023-07-15,Goa,76.15,Kharif,4843.04,10.45,Moong,72.26
2023-07-15,Goa,76.15,Kharif,4843.04,10.45,Masur,58.72
2023-07-16,Goa,84.19,Kharif,4019.29,49.11,Onion,32.75
2023-07-16,Goa,84.19,Kharif,4019.29,49.11,Potato,18.16
2023-07-16,Goa,84.19,Kharif,4019.29,49.11,Gram,64.63
2023-07-16,Goa,84.19,Kharif,4019.29,49.11,Tur,68.4
2023-07-16,Goa,84.19,Kharif,4019.29,49.11,Urad,61.4
2023-07-16,Goa,84.19,Kharif,4019.29,49.11,Moong,77.08
2023-07-16,Goa,84.19,Kharif,4019.29,49.11,Masur,50.95
2023-07-17,Goa,81.82,Kharif,1266.47,35.38,Onion,37.65
2023-07-17,Goa,81.82,Kharif,1266.47,35.38,Potato,15.83
2023-07-17,Goa,81.82,Kharif,1266.47,35.38,Gram,68.01
2023-07-17,Goa,81.82,Kharif,1266.47,35.38,Tur,72.56
2023-07-17,Goa,81.82,Kharif,1266.47,35.38,Urad,62.49
2023-07-17,Goa,81.82,Kharif,1266.47,35.38,Moong,74.94
2023-07-17,Goa,81.82,Kharif,1266.47,35.38,Masur,54.88
2023-07-18,Goa,31.79,Kharif,3594.94,45.45,Onion,25.04
2023-07-18,Goa,31.79,Kharif,3594.94,45.45,Potato,13.83
2023-07-18,Goa,31.79,Kharif,3594.94,45.45,Gram,63.57
2023-07-18,Goa,31.79,Kharif,3594.94,45.45,Tur,66.8
2023-07-18,Goa,31.79,Kharif,3594.94,45.45,Urad,70.27
2023-07-18,Goa,31.79,Kharif,3594.94,45.45,Moong,75.15
2023-07-18,Goa,31.79,Kharif,3594.94,45.45,Masur,53.45
2023-07-19,Goa,30.66,Kharif,3379.24,4.91,Onion,28.24
2023-07-19,Goa,30.66,Kharif,3379.24,4.91,Potato,27.28
2023-07-19,Goa,30.66,Kharif,3379.24,4.91,Gram,59.14
2023-07-19,Goa,30.66,Kharif,3379.24,4.91,Tur,78.95
2023-07-19,Goa,30.66,Kharif,3379.24,4.91,Urad,66.26
2023-07-19,Goa,30.66,Kharif,3379.24,4.91,Moong,78.5
2023-07-19,Goa,30.66,Kharif,3379.24,4.91,Masur,51.58
2023-07-20,Goa,50.82,Kharif,1362.9,32.31,Onion,28.64
2023-07-20,Goa,50.82,Kharif,1362.9,32.31,Potato,24.24
2023-07-20,Goa,50.82,Kharif,1362.9,32.31,Gram,64.59
2023-07-20,Goa,50.82,Kharif,1362.9,32.31,Tur,67.82
2023-07-20,Goa,50.82,Kharif,1362.9,32.31,Urad,70.69
2023-07-20,Goa,50.82,Kharif,1362.9,32.31,Moong,69.36
2023-07-20,Goa,50.82,Kharif,1362.9,32.31,Masur,51.99
2023-07-21,Goa,71.81,Kharif,4580.37,28.57,Onion,28.93
2023-07-21,Goa,71.81,Kharif,4580.37,28.57,Potato,26.05
2023-07-21,Goa,71.81,Kharif,4580.37,28.57,Gram,62.82
2023-07-21,Goa,71.81,Kharif,4580.37,28.57,Tur,73.1
2023-07-21,Goa,71.81,Kharif,4580.37,28.57,Urad,67.3
2023-07-21,Goa,71.81,Kharif,4580.37,28.57,Moong,74.73
2023-07-21,Goa,71.81,Kharif,4580.37,28.57,Masur,48.81
2023-07-22,Goa,74.15,Kharif,3155.65,24.87,Onion,33.91
2023-07-22,Goa,74.15,Kharif,3155.65,24.87,Potato,20.75
2023-07-22,Goa,74.15,Kharif,3155.65,24.87,Gram,62.84
2023-07-22,Goa,74.15,Kharif,3155.65,24.87,Tur,64.52
2023-07-22,Goa,74.15,Kharif,3155.65,24.87,Urad,64.09
2023-07-22,Goa,74.15,Kharif,3155.65,24.87,Moong,66.41
2023-07-22,Goa,74.15,Kharif,3155.65,24.87,Masur,50.78
2023-07-23,Goa,75.15,Kharif,3186.65,3.42,Onion,31.7
2023-07-23,Goa,75.15,Kharif,3186.65,3.42,Potato,10.78
2023-07-23,Goa,75.15,Kharif,3186.65,3.42,Gram,58.18
2023-07-23,Goa,75.15,Kharif,3186.65,3.42,Tur,72.37
2023-07-23,Goa,75.15,Kharif,3186.65,3.42,Urad,58.92
2023-07-23,Goa,75.15,Kharif,3186.65,3.42,Moong,74.48
2023-07-23,Goa,75.15,Kharif,3186.65,3.42,Masur,57.06
2023-07-24,Goa,52.37,Kharif,1051.16,37.44,Onion,24.64
2023-07-24,Goa,52.37,Kharif,1051.16,37.44,Potato,15.64
2023-07-24,Goa,52.37,Kharif,1051.16,37.44,Gram,64.79
2023-07-24,Goa,52.37,Kharif,1051.16,37.44,Tur,73.03
2023-07-24,Goa,52.37,Kharif,1051.16,37.44,Urad,52.25
2023-07-24,Goa,52.37,Kharif,1051.16,37.44,Moong,69.68
2023-07-24,Goa,52.37,Kharif,1051.16,37.44,Masur,57.18
2023-07-25,Goa,45.46,Kharif,2528.41,11.01,Onion,29.17
2023-07-25,Goa,45.46,Kharif,2528.41,11.01,Potato,15.6
2023-07-25,Goa,45.46,Kharif,2528.41,11.01,Gram,68.35
2023-07-25,Goa,45.46,Kharif,2528.41,11.01,Tur,62.45
2023-07-25,Goa,45.46,Kharif,2528.41,11.01,Urad,61.75
2023-07-25,Goa,45.46,Kharif,2528.41,11.01,Moong,70.61
2023-07-25,Goa,45.46,Kharif,2528.41,11.01,Masur,50.85
2023-07-26,Goa,63.44,Kharif,4953.69,41.47,Onion,36.55
2023-07-26,Goa,63.44,Kharif,4953.69,41.47,Potato,14.26
2023-07-26,Goa,63.44,Kharif,4953.69,41.47,Gram,69.2
2023-07-26,Goa,63.44,Kharif,4953.69,41.47,Tur,66.37
2023-07-26,Goa,63.44,Kharif,4953.69,41.47,Urad,69.34
2023-07-26,Goa,63.44,Kharif,4953.69,41.47,Moong,70.45
2023-07-26,Goa,63.44,Kharif,4953.69,41.47,Masur,56.61
2023-07-27,Goa,82.35,Kharif,4504.44,7.88,Onion,29.45
2023-07-27,Goa,82.35,Kharif,4504.44,7.88,Potato,18.69
2023-07-27,Goa,82.35,Kharif,4504.44,7.88,Gram,64.38
2023-07-27,Goa,82.35,Kharif,4504.44,7.88,Tur,65.82
2023-07-27,Goa,82.35,Kharif,4504.44,7.88,Urad,65.33
2023-07-27,Goa,82.35,Kharif,4504.44,7.88,Moong,59.15
2023-07-27,Goa,82.35,Kharif,4504.44,7.88,Masur,47.15
2023-07-28,Goa,73.76,Kharif,2046.82,15.53,Onion,29.3
2023-07-28,Goa,73.76,Kharif,2046.82,15.53,Potato,19.56
2023-07-28,Goa,73.76,Kharif,2046.82,15.53,Gram,64.79
2023-07-28,Goa,73.76,Kharif,2046.82,15.53,Tur,68.98
2023-07-28,Goa,73.76,Kharif,2046.82,15.53,Urad,62.28
2023-07-28,Goa,73.76,Kharif,2046.82,15.53,Moong,78.79
2023-07-28,Goa,73.76,Kharif,2046.82,15.53,Masur,52.74
2023-07-29,Goa,88.56,Kharif,863.96,38.04,Onion,31.71
2023-07-29,Goa,88.56,Kharif,863.96,38.04,Potato,16.83
2023-07-29,Goa,88.56,Kharif,863.96,38.04,Gram,65.93
2023-07-29,Goa,88.56,Kharif,863.96,38.04,Tur,77.52
2023-07-29,Goa,88.56,Kharif,863.96,38.04,Urad,48.3
2023-07-29,Goa,88.56,Kharif,863.96,38.04,Moong,69.59
2023-07-29,Goa,88.56,Kharif,863.96,38.04,Masur,58.0
2023-07-30,Goa,60.31,Kharif,729.8,14.97,Onion,27.66
2023-07-30,Goa,60.31,Kharif,729.8,14.97,Potato,18.09
2023-07-30,Goa,60.31,Kharif,729.8,14.97,Gram,53.75
2023-07-30,Goa,60.31,Kharif,729.8,14.97,Tur,73.75
2023-07-30,Goa,60.31,Kharif,729.8,14.97,Urad,68.65
2023-07-30,Goa,60.31,Kharif,729.8,14.97,Moong,68.83
2023-07-30,Goa,60.31,Kharif,729.8,14.97,Masur,50.71
2023-07-31,Goa,88.61,Kharif,4105.76,43.04,Onion,36.6
2023-07-31,Goa,88.61,Kharif,4105.76,43.04,Potato,21.91
2023-07-31,Goa,88.61,Kharif,4105.76,43.04,Gram,52.29
2023-07-31,Goa,88.61,Kharif,4105.76,43.04,Tur,70.92
2023-07-31,Goa,88.61,Kharif,4105.76,43.04,Urad,63.9
2023-07-31,Goa,88.61,Kharif,4105.76,43.04,Moong,77.35
2023-07-31,Goa,88.61,Kharif,4105.76,43.04,Masur,61.81
2023-08-01,Goa,60.44,Kharif,4403.2,28.12,Onion,29.27
2023-08-01,Goa,60.44,Kharif,4403.2,28.12,Potato,31.05
2023-08-01,Goa,60.44,Kharif,4403.2,28.12,Gram,58.97
2023-08-01,Goa,60.44,Kharif,4403.2,28.12,Tur,77.16
2023-08-01,Goa,60.44,Kharif,4403.2,28.12,Urad,56.65
2023-08-01,Goa,60.44,Kharif,4403.2,28.12,Moong,77.45
2023-08-01,Goa,60.44,Kharif,4403.2,28.12,Masur,57.25
2023-08-02,Goa,58.67,Kharif,3644.81,17.62,Onion,30.75
2023-08-02,Goa,58.67,Kharif,3644.81,17.62,Potato,21.7
2023-08-02,Goa,58.67,Kharif,3644.81,17.62,Gram,54.78
2023-08-02,Goa,58.67,Kharif,3644.81,17.62,Tur,66.73
2023-08-02,Goa,58.67,Kharif,3644.81,17.62,Urad,58.82
2023-08-02,Goa,58.67,Kharif,3644.81,17.62,Moong,77.58
2023-08-02,Goa,58.67,Kharif,3644.81,17.62,Masur,56.7
2023-08-03,Goa,59.32,Kharif,1333.65,41.03,Onion,33.63
2023-08-03,Goa,59.32,Kharif,1333.65,41.03,Potato,21.05
2023-08-03,Goa,59.32,Kharif,1333.65,41.03,Gram,69.34
2023-08-03,Goa,59.32,Kharif,1333.65,41.03,Tur,71.93
2023-08-03,Goa,59.32,Kharif,1333.65,41.03,Urad,64.21
2023-08-03,Goa,59.32,Kharif,1333.65,41.03,Moong,79.07
2023-08-03,Goa,59.32,Kharif,1333.65,41.03,Masur,56.3
2023-08-04,Goa,85.07,Kharif,1915.83,5.16,Onion,35.03
2023-08-04,Goa,85.07,Kharif,1915.83,5.16,Potato,13.56
2023-08-04,Goa,85.07,Kharif,1915.83,5.16,Gram,55.69
2023-08-04,Goa,85.07,Kharif,1915.83,5.16,Tur,69.44
2023-08-04,Goa,85.07,Kharif,1915.83,5.16,Urad,63.76
2023-08-04,Goa,85.07,Kharif,1915.83,5.16,Moong,72.54
2023-08-04,Goa,85.07,Kharif,1915.83,5.16,Masur,55.69
2023-08-05,Goa,48.24,Kharif,3291.59,0.8,Onion,29.8
2023-08-05,Goa,48.24,Kharif,3291.59,0.8,Potato,14.9
2023-08-05,Goa,48.24,Kharif,3291.59,0.8,Gram,54.71
2023-08-05,Goa,48.24,Kharif,3291.59,0.8,Tur,67.31
2023-08-05,Goa,48.24,Kharif,3291.59,0.8,Urad,61.31
2023-08-05,Goa,48.24,Kharif,3291.59,0.8,Moong,78.67
2023-08-05,Goa,48.24,Kharif,3291.59,0.8,Masur,46.37
2023-08-06,Goa,27.76,Kharif,4621.75,43.84,Onion,39.11
2023-08-06,Goa,27.76,Kharif,4621.75,43.84,Potato,30.75
2023-08-06,Goa,27.76,Kharif,4621.75,43.84,Gram,53.88
2023-08-06,Goa,27.76,Kharif,4621.75,43.84,Tur,66.9
2023-08-06,Goa,27.76,Kharif,4621.75,43.84,Urad,65.89
2023-08-06,Goa,27.76,Kharif,4621.75,43.84,Moong,79.48
2023-08-06,Goa,27.76,Kharif,4621.75,43.84,Masur,53.21
2023-08-07,Goa,54.38,Kharif,2266.93,30.25,Onion,21.06
2023-08-07,Goa,54.38,Kharif,2266.93,30.25,Potato,11.37
2023-08-07,Goa,54.38,Kharif,2266.93,30.25,Gram,61.34
2023-08-07,Goa,54.38,Kharif,2266.93,30.25,Tur,62.5
2023-08-07,Goa,54.38,Kharif,2266.93,30.25,Urad,61.62
2023-08-07,Goa,54.38,Kharif,2266.93,30.25,Moong,76.64
2023-08-07,Goa,54.38,Kharif,2266.93,30.25,Masur,56.82
2023-08-08,Goa,55.6,Kharif,4810.8,25.55,Onion,28.21
2023-08-08,Goa,55.6,Kharif,4810.8,25.55,Potato,14.1
2023-08-08,Goa,55.6,Kharif,4810.8,25.55,Gram,55.21
2023-08-08,Goa,55.6,Kharif,4810.8,25.55,Tur,69.79
2023-08-08,Goa,55.6,Kharif,4810.8,25.55,Urad,63.95
2023-08-08,Goa,55.6,Kharif,4810.8,25.55,Moong,75.77
2023-08-08,Goa,55.6,Kharif,4810.8,25.55,Masur,63.3
2023-08-09,Goa,61.37,Kharif,2291.7,31.48,Onion,26.69
2023-08-09,Goa,61.37,Kharif,2291.7,31.48,Potato,21.24
2023-08-09,Goa,61.37,Kharif,2291.7,31.48,Gram,55.08
2023-08-09,Goa,61.37,Kharif,2291.7,31.48,Tur,68.95
2023-08-09,Goa,61.37,Kharif,2291.7,31.48,Urad,68.51
2023-08-09,Goa,61.37,Kharif,2291.7,31.48,Moong,80.89
2023-08-09,Goa,61.37,Kharif,2291.7,31.48,Masur,63.43
2023-08-10,Goa,30.18,Kharif,1330.17,31.53,Onion,23.79
2023-08-10,Goa,30.18,Kharif,1330.17,31.53,Potato,28.19
2023-08-10,Goa,30.18,Kharif,1330.17,31.53,Gram,56.34
2023-08-10,Goa,30.18,Kharif,1330.17,31.53,Tur,71.86
2023-08-10,Goa,30.18,Kharif,1330.17,31.53,Urad,55.33
2023-08-10,Goa,30.18,Kharif,1330.17,31.53,Moong,72.19
2023-08-10,Goa,30.18,Kharif,1330.17,31.53,Masur,49.62
2023-08-11,Goa,59.19,Kharif,2368.92,3.35,Onion,29.28
2023-08-11,Goa,59.19,Kharif,2368.92,3.35,Potato,28.02
2023-08-11,Goa,59.19,Kharif,2368.92,3.35,Gram,64.51
2023-08-11,Goa,59.19,Kharif,2368.92,3.35,Tur,68.68
2023-08-11,Goa,59.19,Kharif,2368.92,3.35,Urad,60.53
2023-08-11,Goa,59.19,Kharif,2368.92,3.35,Moong,75.56
2023-08-11,Goa,59.19,Kharif,2368.92,3.35,Masur,55.76
2023-08-12,Goa,63.29,Kharif,4868.83,36.82,Onion,27.14
2023-08-12,Goa,63.29,Kharif,4868.83,36.82,Potato,20.66
2023-08-12,Goa,63.29,Kharif,4868.83,36.82,Gram,63.0
2023-08-12,Goa,63.29,Kharif,4868.83,36.82,Tur,66.71
2023-08-12,Goa,63.29,Kharif,4868.83,36.82,Urad,66.68
2023-08-12,Goa,63.29,Kharif,4868.83,36.82,Moong,75.94
2023-08-12,Goa,63.29,Kharif,4868.83,36.82,Masur,56.96
2023-08-13,Goa,52.51,Kharif,183.81,4.63,Onion,20.96
2023-08-13,Goa,52.51,Kharif,183.81,4.63,Potato,18.7
2023-08-13,Goa,52.51,Kharif,183.81,4.63,Gram,50.19
2023-08-13,Goa,52.51,Kharif,183.81,4.63,Tur,68.72
2023-08-13,Goa,52.51,Kharif,183.81,4.63,Urad,62.7
2023-08-13,Goa,52.51,Kharif,183.81,4.63,Moong,86.44
2023-08-13,Goa,52.51,Kharif,183.81,4.63,Masur,57.14
2023-08-14,Goa,66.72,Kharif,3413.17,37.49,Onion,30.11
2023-08-14,Goa,66.72,Kharif,3413.17,37.49,Potato,29.38
2023-08-14,Goa,66.72,Kharif,3413.17,37.49,Gram,68.74
2023-08-14,Goa,66.72,Kharif,3413.17,37.49,Tur,68.5
2023-08-14,Goa,66.72,Kharif,3413.17,37.49,Urad,74.99
2023-08-14,Goa,66.72,Kharif,3413.17,37.49,Moong,74.73
2023-08-14,Goa,66.72,Kharif,3413.17,37.49,Masur,48.32
2023-08-15,Goa,55.44,Kharif,3622.08,14.95,Onion,33.49
2023-08-15,Goa,55.44,Kharif,3622.08,14.95,Potato,18.58
2023-08-15,Goa,55.44,Kharif,3622.08,14.95,Gram,61.42
2023-08-15,Goa,55.44,Kharif,3622.08,14.95,Tur,74.57
2023-08-15,Goa,55.44,Kharif,3622.08,14.95,Urad,63.17
2023-08-15,Goa,55.44,Kharif,3622.08,14.95,Moong,67.6
2023-08-15,Goa,55.44,Kharif,3622.08,14.95,Masur,51.99
2023-08-16,Goa,68.99,Kharif,1165.61,26.29,Onion,28.62
2023-08-16,Goa,68.99,Kharif,1165.61,26.29,Potato,13.31
2023-08-16,Goa,68.99,Kharif,1165.61,26.29,Gram,61.49
2023-08-16,Goa,68.99,Kharif,1165.61,26.29,Tur,77.89
2023-08-16,Goa,68.99,Kharif,1165.61,26.29,Urad,66.16
2023-08-16,Goa,68.99,Kharif,1165.61,26.29,Moong,80.28
2023-08-16,Goa,68.99,Kharif,1165.61,26.29,Masur,56.13
2023-08-17,Goa,51.11,Kharif,626.59,36.23,Onion,29.36
2023-08-17,Goa,51.11,Kharif,626.59,36.23,Potato,19.52
2023-08-17,Goa,51.11,Kharif,626.59,36.23,Gram,54.81
2023-08-17,Goa,51.11,Kharif,626.59,36.23,Tur,64.71
2023-08-17,Goa,51.11,Kharif,626.59,36.23,Urad,72.67
2023-08-17,Goa,51.11,Kharif,626.59,36.23,Moong,79.95
2023-08-17,Goa,51.11,Kharif,626.59,36.23,Masur,59.25
2023-08-18,Goa,36.82,Kharif,4056.69,38.43,Onion,33.36
2023-08-18,Goa,36.82,Kharif,4056.69,38.43,Potato,24.98
2023-08-18,Goa,36.82,Kharif,4056.69,38.43,Gram,64.69
2023-08-18,Goa,36.82,Kharif,4056.69,38.43,Tur,71.15
2023-08-18,Goa,36.82,Kharif,4056.69,38.43,Urad,66.54
2023-08-18,Goa,36.82,Kharif,4056.69,38.43,Moong,80.87
2023-08-18,Goa,36.82,Kharif,4056.69,38.43,Masur,53.62
2023-08-19,Goa,87.09,Kharif,1117.01,32.64,Onion,28.64
2023-08-19,Goa,87.09,Kharif,1117.01,32.64,Potato,18.3
2023-08-19,Goa,87.09,Kharif,1117.01,32.64,Gram,63.03
2023-08-19,Goa,87.09,Kharif,1117.01,32.64,Tur,64.92
2023-08-19,Goa,87.09,Kharif,1117.01,32.64,Urad,58.88
2023-08-19,Goa,87.09,Kharif,1117.01,32.64,Moong,71.15
2023-08-19,Goa,87.09,Kharif,1117.01,32.64,Masur,54.68
2023-08-20,Goa,29.11,Kharif,1165.05,32.72,Onion,39.0
2023-08-20,Goa,29.11,Kharif,1165.05,32.72,Potato,18.59
2023-08-20,Goa,29.11,Kharif,1165.05,32.72,Gram,62.02
2023-08-20,Goa,29.11,Kharif,1165.05,32.72,Tur,73.51
2023-08-20,Goa,29.11,Kharif,1165.05,32.72,Urad,61.12
2023-08-20,Goa,29.11,Kharif,1165.05,32.72,Moong,66.34
2023-08-20,Goa,29.11,Kharif,1165.05,32.72,Masur,57.28
2023-08-21,Goa,47.22,Kharif,1263.37,32.4,Onion,26.32
2023-08-21,Goa,47.22,Kharif,1263.37,32.4,Potato,24.39
2023-08-21,Goa,47.22,Kharif,1263.37,32.4,Gram,64.24
2023-08-21,Goa,47.22,Kharif,1263.37,32.4,Tur,68.96
2023-08-21,Goa,47.22,Kharif,1263.37,32.4,Urad,67.94
2023-08-21,Goa,47.22,Kharif,1263.37,32.4,Moong,78.3
2023-08-21,Goa,47.22,Kharif,1263.37,32.4,Masur,59.28
2023-08-22,Goa,50.4,Kharif,3816.58,0.17,Onion,31.2
2023-08-22,Goa,50.4,Kharif,3816.58,0.17,Potato,24.35
2023-08-22,Goa,50.4,Kharif,3816.58,0.17,Gram,54.67
2023-08-22,Goa,50.4,Kharif,3816.58,0.17,Tur,68.96
2023-08-22,Goa,50.4,Kharif,3816.58,0.17,Urad,73.34
2023-08-22,Goa,50.4,Kharif,3816.58,0.17,Moong,75.02
2023-08-22,Goa,50.4,Kharif,3816.58,0.17,Masur,44.69
2023-08-23,Goa,53.41,Kharif,1335.97,45.84,Onion,30.74
2023-08-23,Goa,53.41,Kharif,1335.97,45.84,Potato,22.61
2023-08-23,Goa,53.41,Kharif,1335.97,45.84,Gram,57.6
2023-08-23,Goa,53.41,Kharif,1335.97,45.84,Tur,69.64
2023-08-23,Goa,53.41,Kharif,1335.97,45.84,Urad,65.39
2023-08-23,Goa,53.41,Kharif,1335.97,45.84,Moong,71.41
2023-08-23,Goa,53.41,Kharif,1335.97,45.84,Masur,45.49
2023-08-24,Goa,26.63,Kharif,365.27,1.36,Onion,31.04
2023-08-24,Goa,26.63,Kharif,365.27,1.36,Potato,26.46
2023-08-24,Goa,26.63,Kharif,365.27,1.36,Gram,59.43
2023-08-24,Goa,26.63,Kharif,365.27,1.36,Tur,61.74
2023-08-24,Goa,26.63,Kharif,365.27,1.36,Urad,64.38
2023-08-24,Goa,26.63,Kharif,365.27,1.36,Moong,69.51
2023-08-24,Goa,26.63,Kharif,365.27,1.36,Masur,57.72
2023-08-25,Goa,20.37,Kharif,3865.76,18.18,Onion,37.71
2023-08-25,Goa,20.37,Kharif,3865.76,18.18,Potato,24.51
2023-08-25,Goa,20.37,Kharif,3865.76,18.18,Gram,63.91
2023-08-25,Goa,20.37,Kharif,3865.76,18.18,Tur,59.64
2023-08-25,Goa,20.37,Kharif,3865.76,18.18,Urad,68.74
2023-08-25,Goa,20.37,Kharif,3865.76,18.18,Moong,80.9
2023-08-25,Goa,20.37,Kharif,3865.76,18.18,Masur,61.4
2023-08-26,Goa,36.58,Kharif,4716.48,32.73,Onion,22.9
2023-08-26,Goa,36.58,Kharif,4716.48,32.73,Potato,24.9
2023-08-26,Goa,36.58,Kharif,4716.48,32.73,Gram,57.57
2023-08-26,Goa,36.58,Kharif,4716.48,32.73,Tur,66.6
2023-08-26,Goa,36.58,Kharif,4716.48,32.73,Urad,58.41
2023-08-26,Goa,36.58,Kharif,4716.48,32.73,Moong,74.75
2023-08-26,Goa,36.58,Kharif,4716.48,32.73,Masur,53.98
2023-08-27,Goa,37.02,Kharif,2138.59,17.32,Onion,29.03
2023-08-27,Goa,37.02,Kharif,2138.59,17.32,Potato,18.12
2023-08-27,Goa,37.02,Kharif,2138.59,17.32,Gram,66.81
2023-08-27,Goa,37.02,Kharif,2138.59,17.32,Tur,59.43
2023-08-27,Goa,37.02,Kharif,2138.59,17.32,Urad,62.94
2023-08-27,Goa,37.02,Kharif,2138.59,17.32,Moong,80.94
2023-08-27,Goa,37.02,Kharif,2138.59,17.32,Masur,58.75
2023-08-28,Goa,72.33,Kharif,3741.83,11.58,Onion,35.94
2023-08-28,Goa,72.33,Kharif,3741.83,11.58,Potato,14.86
2023-08-28,Goa,72.33,Kharif,3741.83,11.58,Gram,47.1
2023-08-28,Goa,72.33,Kharif,3741.83,11.58,Tur,73.46
2023-08-28,Goa,72.33,Kharif,3741.83,11.58,Urad,76.52
2023-08-28,Goa,72.33,Kharif,3741.83,11.58,Moong,76.78
2023-08-28,Goa,72.33,Kharif,3741.83,11.58,Masur,47.7
2023-08-29,Goa,74.78,Kharif,4483.54,17.64,Onion,35.62
2023-08-29,Goa,74.78,Kharif,4483.54,17.64,Potato,29.93
2023-08-29,Goa,74.78,Kharif,4483.54,17.64,Gram,59.14
2023-08-29,Goa,74.78,Kharif,4483.54,17.64,Tur,69.27
2023-08-29,Goa,74.78,Kharif,4483.54,17.64,Urad,59.28
2023-08-29,Goa,74.78,Kharif,4483.54,17.64,Moong,79.21
2023-08-29,Goa,74.78,Kharif,4483.54,17.64,Masur,50.31
2023-08-30,Goa,66.07,Kharif,1953.19,39.99,Onion,30.72
2023-08-30,Goa,66.07,Kharif,1953.19,39.99,Potato,24.71
2023-08-30,Goa,66.07,Kharif,1953.19,39.99,Gram,56.49
2023-08-30,Goa,66.07,Kharif,1953.19,39.99,Tur,69.67
2023-08-30,Goa,66.07,Kharif,1953.19,39.99,Urad,69.56
2023-08-30,Goa,66.07,Kharif,1953.19,39.99,Moong,67.95
2023-08-30,Goa,66.07,Kharif,1953.19,39.99,Masur,64.86
2023-08-31,Goa,54.59,Kharif,1388.24,35.47,Onion,30.68
2023-08-31,Goa,54.59,Kharif,1388.24,35.47,Potato,11.34
2023-08-31,Goa,54.59,Kharif,1388.24,35.47,Gram,68.76
2023-08-31,Goa,54.59,Kharif,1388.24,35.47,Tur,77.16
2023-08-31,Goa,54.59,Kharif,1388.24,35.47,Urad,61.7
2023-08-31,Goa,54.59,Kharif,1388.24,35.47,Moong,77.8
2023-08-31,Goa,54.59,Kharif,1388.24,35.47,Masur,63.38
2023-09-01,Goa,43.57,Kharif,2385.39,4.57,Onion,28.44
2023-09-01,Goa,43.57,Kharif,2385.39,4.57,Potato,28.94
2023-09-01,Goa,43.57,Kharif,2385.39,4.57,Gram,63.97
2023-09-01,Goa,43.57,Kharif,2385.39,4.57,Tur,68.49
2023-09-01,Goa,43.57,Kharif,2385.39,4.57,Urad,72.22
2023-09-01,Goa,43.57,Kharif,2385.39,4.57,Moong,77.93
2023-09-01,Goa,43.57,Kharif,2385.39,4.57,Masur,56.36
2023-09-02,Goa,80.81,Kharif,1260.52,23.51,Onion,30.02
2023-09-02,Goa,80.81,Kharif,1260.52,23.51,Potato,15.53
2023-09-02,Goa,80.81,Kharif,1260.52,23.51,Gram,53.95
2023-09-02,Goa,80.81,Kharif,1260.52,23.51,Tur,68.93
2023-09-02,Goa,80.81,Kharif,1260.52,23.51,Urad,57.12
2023-09-02,Goa,80.81,Kharif,1260.52,23.51,Moong,76.13
2023-09-02,Goa,80.81,Kharif,1260.52,23.51,Masur,56.42
2023-09-03,Goa,20.98,Kharif,429.74,20.33,Onion,30.8
2023-09-03,Goa,20.98,Kharif,429.74,20.33,Potato,22.64
2023-09-03,Goa,20.98,Kharif,429.74,20.33,Gram,58.75
2023-09-03,Goa,20.98,Kharif,429.74,20.33,Tur,66.33
2023-09-03,Goa,20.98,Kharif,429.74,20.33,Urad,61.54
2023-09-03,Goa,20.98,Kharif,429.74,20.33,Moong,80.76
2023-09-03,Goa,20.98,Kharif,429.74,20.33,Masur,57.17
2023-09-04,Goa,82.11,Kharif,3721.92,19.79,Onion,37.17
2023-09-04,Goa,82.11,Kharif,3721.92,19.79,Potato,17.96
2023-09-04,Goa,82.11,Kharif,3721.92,19.79,Gram,66.12
2023-09-04,Goa,82.11,Kharif,3721.92,19.79,Tur,73.68
2023-09-04,Goa,82.11,Kharif,3721.92,19.79,Urad,63.75
2023-09-04,Goa,82.11,Kharif,3721.92,19.79,Moong,80.45
2023-09-04,Goa,82.11,Kharif,3721.92,19.79,Masur,53.36
2023-09-05,Goa,75.31,Kharif,2983.86,33.69,Onion,33.61
2023-09-05,Goa,75.31,Kharif,2983.86,33.69,Potato,14.8
2023-09-05,Goa,75.31,Kharif,2983.86,33.69,Gram,57.02
2023-09-05,Goa,75.31,Kharif,2983.86,33.69,Tur,71.73
2023-09-05,Goa,75.31,Kharif,2983.86,33.69,Urad,80.14
2023-09-05,Goa,75.31,Kharif,2983.86,33.69,Moong,75.92
2023-09-05,Goa,75.31,Kharif,2983.86,33.69,Masur,49.86
2023-09-06,Goa,45.8,Kharif,2319.1,10.61,Onion,29.54
2023-09-06,Goa,45.8,Kharif,2319.1,10.61,Potato,15.49
2023-09-06,Goa,45.8,Kharif,2319.1,10.61,Gram,54.46
2023-09-06,Goa,45.8,Kharif,2319.1,10.61,Tur,69.4
2023-09-06,Goa,45.8,Kharif,2319.1,10.61,Urad,72.03
2023-09-06,Goa,45.8,Kharif,2319.1,10.61,Moong,70.88
